timestamp,open,high,low,close,volume
2023-12-15 00:00:00,2317.3,2320.3,2257.84,2274.89,300677.81
2023-12-15 12:00:00,2274.89,2275.73,2192.79,2221.84,351460.75
2023-12-16 00:00:00,2221.84,2260.61,2211.45,2255.19,158052.25
2023-12-16 12:00:00,2255.19,2264.95,2221.05,2229.77,181264.81
2023-12-17 00:00:00,2229.77,2234.93,2201.37,2217.53,134962.81
2023-12-17 12:00:00,2217.53,2250.99,2191.08,2197.79,298214.06
2023-12-18 00:00:00,2197.79,2206.28,2117.11,2143.3,417289.9
2023-12-18 12:00:00,2143.3,2226.85,2128.12,2221.37,349181.37
2023-12-19 00:00:00,2221.37,2256.72,2213.57,2237.81,257987.68
2023-12-19 12:00:00,2237.81,2243.0,2136.4,2179.2,536229.84
2023-12-20 00:00:00,2179.2,2226.51,2171.5,2213.62,275335.34
2023-12-20 12:00:00,2213.62,2268.83,2156.4,2203.77,639425.23
2023-12-21 00:00:00,2203.77,2260.74,2185.0,2256.5,291325.73
2023-12-21 12:00:00,2256.5,2283.54,2198.35,2241.24,610974.79
2023-12-22 00:00:00,2241.24,2336.58,2232.4,2315.4,696068.2
2023-12-22 12:00:00,2315.4,2346.69,2292.4,2327.02,516272.66
2023-12-23 00:00:00,2327.02,2332.99,2266.05,2289.08,320083.89
2023-12-23 12:00:00,2289.08,2318.4,2284.25,2310.4,191559.13
2023-12-24 00:00:00,2310.4,2329.14,2273.45,2290.65,262598.96
2023-12-24 12:00:00,2290.65,2309.81,2242.17,2265.61,248878.53
2023-12-25 00:00:00,2265.61,2292.05,2254.81,2280.45,150528.29
2023-12-25 12:00:00,2280.45,2307.97,2258.1,2272.8,272280.61
2023-12-26 00:00:00,2272.8,2277.2,2216.17,2244.75,330685.11
2023-12-26 12:00:00,2244.75,2253.17,2180.0,2232.79,343307.08
2023-12-27 00:00:00,2232.79,2295.0,2213.16,2288.52,257003.61
2023-12-27 12:00:00,2288.52,2396.3,2278.37,2380.01,717200.48
2023-12-28 00:00:00,2380.01,2452.5,2367.32,2404.18,606493.63
2023-12-28 12:00:00,2404.18,2416.81,2332.73,2345.99,664226.3
2023-12-29 00:00:00,2345.99,2381.08,2312.07,2375.17,432438.94
2023-12-29 12:00:00,2375.17,2388.61,2255.42,2300.57,702261.65
2023-12-30 00:00:00,2300.57,2311.8,2269.03,2290.45,208907.47
2023-12-30 12:00:00,2290.45,2325.53,2273.4,2293.31,249308.24
2023-12-31 00:00:00,2293.31,2318.81,2279.24,2311.02,153769.72
2023-12-31 12:00:00,2311.02,2324.0,2258.08,2283.88,227435.38
2024-01-01 00:00:00,2283.88,2309.25,2266.66,2307.09,143716.04
2024-01-01 12:00:00,2307.09,2354.5,2297.36,2354.5,230884.1
2024-01-02 00:00:00,2354.5,2434.96,2349.77,2394.66,410137.1
2024-01-02 12:00:00,2394.66,2408.53,2341.16,2357.13,403586.66
2024-01-03 00:00:00,2357.13,2387.48,2290.11,2309.41,335811.36
2024-01-03 12:00:00,2309.41,2310.2,2044.0,2210.68,1037751.7
2024-01-04 00:00:00,2210.68,2246.28,2202.09,2229.27,205631.23
2024-01-04 12:00:00,2229.27,2296.68,2224.1,2268.3,396539.56
2024-01-05 00:00:00,2268.3,2276.26,2210.32,2242.79,308029.45
2024-01-05 12:00:00,2242.79,2278.48,2206.05,2268.75,331005.98
2024-01-06 00:00:00,2268.75,2270.4,2216.17,2238.86,139450.71
2024-01-06 12:00:00,2238.86,2254.46,2227.8,2240.47,111748.05
