timestamp,open,high,low,close,volume
2023-12-14 20:00:00,43125.2,43211.8,42876.4,43050.0,9979.411
2023-12-15 00:00:00,43050.0,43112.5,42443.1,42827.5,14685.151
2023-12-15 04:00:00,42827.5,42896.1,42533.8,42744.7,10474.71
2023-12-15 08:00:00,42744.7,43070.2,42668.9,42812.7,13043.904
2023-12-15 12:00:00,42812.7,42818.6,41671.6,41921.7,37885.48
2023-12-15 16:00:00,41921.7,42219.0,41710.0,42126.6,19678.537
2023-12-15 20:00:00,42126.6,42288.9,41926.5,41979.7,12452.931
2023-12-16 00:00:00,41979.7,42436.5,41619.8,42360.0,14268.256
2023-12-16 04:00:00,42360.0,42386.0,42164.0,42253.3,5350.572
2023-12-16 08:00:00,42253.3,42374.3,42114.8,42361.0,5078.994
2023-12-16 12:00:00,42361.0,42664.1,42257.2,42653.5,16280.723
2023-12-16 16:00:00,42653.5,42783.3,42351.6,42378.0,11973.246
2023-12-16 20:00:00,42378.0,42440.0,42157.3,42296.3,6758.395
2023-12-17 00:00:00,42296.3,42328.6,41872.0,41951.1,11182.219
2023-12-17 04:00:00,41951.1,42088.3,41785.3,41911.7,9539.914
2023-12-17 08:00:00,41911.7,42052.2,41680.0,41985.2,9900.745
2023-12-17 12:00:00,41985.2,42044.5,41527.9,41838.5,13742.959
2023-12-17 16:00:00,41838.5,42479.2,41716.0,42135.1,26909.827
2023-12-17 20:00:00,42135.1,42222.7,41255.5,41395.2,18032.54
2023-12-18 00:00:00,41395.2,41482.0,40810.0,41107.5,23819.817
2023-12-18 04:00:00,41107.5,41348.3,41021.0,41160.3,13666.413
2023-12-18 08:00:00,41160.3,41284.5,40566.0,41149.2,37833.715
2023-12-18 12:00:00,41149.2,41776.9,40922.1,41278.9,33254.612
2023-12-18 16:00:00,41278.9,41768.4,41165.0,41725.7,17926.78
2023-12-18 20:00:00,41725.7,42810.6,41584.1,42683.6,37234.253
2023-12-19 00:00:00,42683.6,43548.0,42608.2,43106.1,30781.503
2023-12-19 04:00:00,43106.1,43166.6,42843.7,43061.8,12388.505
