timestamp,open,high,low,close,volume
2024-12-14,101415.8,102748.0,100577.1,101419.9,51260.197
2024-12-15,101419.9,105338.2,101243.4,104515.6,77174.467
2024-12-16,104515.6,107850.0,103304.3,106094.2,136569.347
2024-12-17,106094.2,108421.6,105300.0,106084.6,100762.057
2024-12-18,106084.6,106470.3,99800.0,100148.6,183873.186
2024-12-19,100148.6,102742.4,95640.5,97399.4,202086.54
2024-12-20,97399.4,98221.5,92230.0,97757.3,191089.684
2024-12-21,97757.3,99482.8,96326.7,97249.7,69652.31
2024-12-22,97249.7,97431.6,94200.0,95144.7,76364.427
2024-12-23,95144.7,96500.0,92465.8,94837.0,125462.025
2024-12-24,94837.0,99435.7,93508.6,98628.3,105970.467
2024-12-25,98628.3,99590.0,97562.6,99405.2,67405.221
2024-12-26,99405.2,99950.0,95137.5,95743.2,100668.442
2024-12-27,95743.2,97500.0,93380.1,94251.0,103774.46
2024-12-28,94251.0,95699.9,94070.2,95255.8,36894.789
2024-12-29,95255.8,95300.0,92926.7,93699.0,50241.219
2024-12-30,93699.0,95000.0,91463.7,92739.3,128458.068
2024-12-31,92739.3,96322.1,91981.4,93530.0,98560.554
2025-01-01,93530.0,95158.4,92840.0,94564.6,46830.37
2025-01-02,94564.6,97844.8,94339.9,96960.5,96026.934
2025-01-03,96960.5,98950.0,96062.1,98140.0,60348.86
2025-01-04,98140.0,98759.6,97442.8,98177.2,31031.277
2025-01-05,98177.2,98828.5,97216.0,98340.5,39445.131
2025-01-06,98340.5,102471.7,97861.0,102185.9,107235.688
2025-01-07,102185.9,102702.1,96113.4,96908.1,140660.826
2025-01-08,96908.1,97224.3,92378.5,95022.2,156335.096
2025-01-09,95022.2,95356.6,91151.0,92507.7,136709.766
2025-01-10,92507.7,95873.6,92161.2,94684.2,140049.765
2025-01-11,94684.2,94991.9,93800.0,94569.4,32812.684
2025-01-12,94569.4,95439.9,93660.0,94510.0,37815.707
2025-01-13,94510.0,95954.8,89100.0,94508.2,192294.806
2025-01-14,94508.2,97395.5,94330.3,96523.3,106961.086
2025-01-15,96523.3,100700.0,96450.0,100465.0,105233.273
2025-01-16,100465.0,100866.1,97291.0,99945.8,98538.546
2025-01-17,99945.8,105815.8,99906.1,104048.8,118129.351
2025-01-18,104048.8,104963.0,102244.0,104520.0,73020.641
2025-01-19,104520.0,106476.5,99600.0,101310.7,123413.669
2025-01-20,101310.7,109951.7,99500.1,102258.7,307591.535
2025-01-21,102258.7,107265.6,100000.0,106133.3,152667.181
2025-01-22,106133.3,106387.4,103310.0,103670.4,82770.668
2025-01-23,103670.4,106875.0,101205.1,103862.4,243671.499
2025-01-24,103862.4,107118.6,102691.8,104800.1,83022.41
2025-01-25,104800.1,105276.1,104036.9,104709.4,28536.813
2025-01-26,104709.4,105591.5,102457.1,102553.7,33430.622
2025-01-27,102553.7,103217.8,97694.2,102024.2,160065.059
2025-01-28,102024.2,103800.0,100205.7,101278.0,92463.628
