timestamp,open,high,low,close,volume
2025-11-13 13:45:00,102501.7,102652.5,102206.1,102273.2,841.482
2025-11-13 14:00:00,102273.2,102481.9,102060.4,102179.0,987.933
2025-11-13 14:15:00,102179.0,102482.5,102051.0,102408.0,772.675
2025-11-13 14:30:00,102408.0,102573.3,101678.7,101774.5,2387.809
2025-11-13 14:45:00,101774.5,103442.0,101710.0,102821.1,4477.616
2025-11-13 15:00:00,102821.1,102821.2,101943.9,102811.5,2272.526
2025-11-13 15:15:00,102811.5,102999.9,101989.4,102148.3,1948.224
2025-11-13 15:30:00,102148.3,102170.6,101500.1,101532.9,2284.707
2025-11-13 15:45:00,101532.9,101564.7,101116.4,101314.0,2725.172
2025-11-13 16:00:00,101314.0,101484.0,100952.8,101120.1,1471.451
2025-11-13 16:15:00,101120.1,101203.9,100643.0,101005.5,2214.759
2025-11-13 16:30:00,101005.5,101388.1,100786.6,100872.9,1812.3
2025-11-13 16:45:00,100872.9,101084.1,100500.0,100569.7,1845.437
2025-11-13 17:00:00,100569.7,100763.2,100380.5,100480.0,1814.839
2025-11-13 17:15:00,100480.0,100733.0,100132.7,100254.9,1713.33
2025-11-13 17:30:00,100254.9,100442.4,99693.8,99975.2,2985.979
2025-11-13 17:45:00,99975.2,100115.9,99555.0,99590.1,2918.244
2025-11-13 18:00:00,99590.1,99864.2,99213.2,99323.5,2392.91
2025-11-13 18:15:00,99323.5,99523.7,98688.0,99045.7,4629.368
2025-11-13 18:30:00,99045.7,99083.6,98139.0,98619.5,5127.112
2025-11-13 18:45:00,98619.5,98742.8,98053.3,98535.6,2772.653
2025-11-13 19:00:00,98535.6,98887.9,98240.0,98631.8,2090.261
2025-11-13 19:15:00,98631.8,99217.0,98330.3,99103.1,2646.023
2025-11-13 19:30:00,99103.1,99162.2,98486.0,98866.0,1581.182
2025-11-13 19:45:00,98866.0,98925.8,98300.0,98619.8,1307.975
2025-11-13 20:00:00,98619.8,98619.9,98019.3,98260.5,1704.696
2025-11-13 20:15:00,98260.5,98626.5,97931.0,98472.1,1975.65
2025-11-13 20:30:00,98472.1,98953.4,98310.1,98500.1,1531.435
2025-11-13 20:45:00,98500.1,98536.2,98034.4,98100.0,1202.153
2025-11-13 21:00:00,98100.0,98676.3,97971.1,98578.3,1184.059
2025-11-13 21:15:00,98578.3,98580.2,98154.6,98467.6,654.555
2025-11-13 21:30:00,98467.6,98798.9,98441.3,98786.8,663.457
2025-11-13 21:45:00,98786.8,98854.9,98614.4,98760.1,436.858
2025-11-13 22:00:00,98760.1,99323.9,98639.5,99235.9,1068.757
2025-11-13 22:15:00,99235.9,99494.6,99068.4,99466.9,781.609
2025-11-13 22:30:00,99466.9,99901.4,99337.4,99736.3,1090.761
2025-11-13 22:45:00,99736.3,99860.1,99600.0,99803.0,538.229
2025-11-13 23:00:00,99803.0,100060.9,99515.1,100055.7,804.79
2025-11-13 23:15:00,100055.7,100350.0,100006.3,100171.0,1654.769
2025-11-13 23:30:00,100171.0,100453.0,100137.8,100360.5,1065.998
2025-11-13 23:45:00,100360.5,100360.5,99530.7,99629.0,1387.94
2025-11-14 00:00:00,99629.0,99671.4,99023.3,99281.4,2142.917
2025-11-14 00:15:00,99281.4,99500.0,98709.6,99404.2,2102.375
2025-11-14 00:30:00,99404.2,99737.1,98975.6,99300.3,1270.347
2025-11-14 00:45:00,99300.3,99311.6,98666.5,98932.0,951.249
2025-11-14 01:00:00,98932.0,99100.0,98628.1,98902.1,854.196
2025-11-14 01:15:00,98902.1,99381.1,98730.9,99070.2,755.59
2025-11-14 01:30:00,99070.2,99519.6,98954.7,99170.0,697.4
2025-11-14 01:45:00,99170.0,99427.8,99125.4,99199.7,536.872
