,0
0,10000.0
1,10000.0
2,10000.0
3,10000.0
4,10000.0
5,10000.0
6,10000.0
7,10000.0
8,10000.0
9,10000.0
10,10000.0
11,10001.265527848127
12,10001.265527848127
13,10001.265527848127
14,10001.265527848127
15,10001.265527848127
16,10001.265527848127
17,10001.265527848127
18,10001.265527848127
19,10001.265527848127
20,10001.265527848127
21,10001.265527848127
22,10001.265527848127
23,10001.265527848127
24,10001.265527848127
25,10001.969701440536
26,10001.969701440536
27,10001.969701440536
28,10001.969701440536
29,10001.969701440536
30,10001.969701440536
31,10001.969701440536
32,10001.969701440536
33,10001.969701440536
34,10001.969701440536
35,10001.969701440536
36,10001.969701440536
37,10001.969701440536
38,10001.969701440536
39,10001.969701440536
40,10001.969701440536
41,10001.969701440536
42,10001.969701440536
43,10001.969701440536
44,10001.969701440536
45,10001.969701440536
46,10001.969701440536
47,10003.110130958275
48,10003.110130958275
49,10003.110130958275
50,10003.110130958275
51,10003.110130958275
52,10003.110130958275
53,10003.110130958275
54,10003.110130958275
55,10003.110130958275
56,10003.110130958275
57,10003.110130958275
58,10003.110130958275
59,10003.110130958275
60,10003.110130958275
61,10003.110130958275
62,10003.110130958275
63,10003.110130958275
64,10003.110130958275
65,10003.110130958275
66,10003.110130958275
67,10003.110130958275
68,10003.110130958275
69,10003.110130958275
70,10003.110130958275
71,10003.110130958275
72,10007.74496103013
73,10007.74496103013
74,10007.74496103013
75,10007.74496103013
76,10007.74496103013
77,10007.74496103013
78,10007.74496103013
79,10007.74496103013
80,10007.74496103013
81,10007.74496103013
82,10007.74496103013
83,10007.74496103013
84,10008.157997898365
85,10008.157997898365
86,10008.157997898365
87,10008.157997898365
88,10008.157997898365
89,10008.157997898365
90,10008.157997898365
91,10008.157997898365
92,10008.157997898365
93,10008.157997898365
94,10008.157997898365
95,10008.157997898365
96,10008.157997898365
97,10008.157997898365
98,10008.157997898365
99,10008.157997898365
100,10008.157997898365
101,10008.157997898365
102,10008.157997898365
103,10008.157997898365
104,10008.157997898365
105,10008.157997898365
106,10008.157997898365
107,10008.157997898365
108,10008.157997898365
109,10008.157997898365
110,10008.157997898365
111,10008.157997898365
112,10008.157997898365
113,10014.631183979203
114,10014.631183979203
115,10014.631183979203
116,10014.631183979203
117,10014.631183979203
118,10014.631183979203
119,10014.631183979203
120,10014.631183979203
121,10014.631183979203
122,10014.631183979203
123,10014.631183979203
124,10014.631183979203
125,10014.631183979203
126,10014.631183979203
127,10014.631183979203
128,10015.742132320562
129,10015.742132320562
130,10015.742132320562
131,10015.742132320562
132,10015.742132320562
133,10015.742132320562
134,10015.742132320562
135,10015.742132320562
136,10015.742132320562
137,10015.742132320562
138,10015.742132320562
139,10015.742132320562
140,10015.742132320562
141,10015.742132320562
142,10015.742132320562
143,10015.742132320562
144,10015.742132320562
145,10015.742132320562
146,10015.742132320562
147,10015.742132320562
148,10015.742132320562
149,10015.742132320562
150,10015.742132320562
151,10015.742132320562
152,10015.742132320562
153,10015.742132320562
154,10015.742132320562
155,10015.742132320562
156,10015.742132320562
157,10015.742132320562
158,10015.742132320562
159,10015.742132320562
160,10015.742132320562
161,10015.742132320562
162,10015.742132320562
163,10015.742132320562
164,10015.742132320562
165,10015.742132320562
166,10015.742132320562
167,10015.742132320562
168,10015.742132320562
169,10015.742132320562
170,10015.742132320562
171,10015.742132320562
172,10015.742132320562
173,10015.742132320562
174,10015.742132320562
175,10015.742132320562
176,10027.59240840819
177,10027.59240840819
178,10027.59240840819
179,10027.59240840819
180,10027.59240840819
181,10027.59240840819
182,10027.59240840819
183,10027.59240840819
184,10027.59240840819
185,10027.59240840819
186,10027.59240840819
187,10027.59240840819
188,10029.198414940456
189,10029.198414940456
190,10029.198414940456
191,10029.198414940456
192,10029.198414940456
193,10029.198414940456
194,10029.198414940456
195,10029.198414940456
196,10029.198414940456
197,10029.198414940456
198,10029.198414940456
199,10029.198414940456
200,10029.198414940456
201,10029.198414940456
202,10029.198414940456
203,10029.198414940456
204,10029.198414940456
205,10029.198414940456
206,10029.198414940456
207,10029.198414940456
208,10029.198414940456
209,10029.198414940456
210,10029.198414940456
211,10029.198414940456
212,10029.198414940456
213,10029.198414940456
214,10029.198414940456
215,10029.198414940456
216,10029.198414940456
217,10029.198414940456
218,10029.198414940456
219,10029.198414940456
