,0
0,10000.0
1,10000.0
2,10000.0
3,10000.0
4,10000.0
5,10000.0
6,10000.0
7,10000.0
8,9997.747669774608
9,9997.747669774608
10,9997.747669774608
11,9997.747669774608
12,9997.747669774608
13,9997.747669774608
14,9997.747669774608
15,9997.747669774608
16,9997.747669774608
17,9997.747669774608
18,9997.747669774608
19,9997.747669774608
20,9997.747669774608
21,9997.747669774608
22,9997.747669774608
23,10000.965135252936
24,10000.965135252936
25,10000.965135252936
26,9999.315987255783
27,9999.315987255783
28,9999.315987255783
29,9999.315987255783
30,9998.455346716737
31,9998.455346716737
32,9998.455346716737
33,9998.455346716737
34,9998.455346716737
35,9998.455346716737
36,9998.455346716737
37,9998.455346716737
38,9998.455346716737
39,9998.455346716737
40,9998.455346716737
41,9998.455346716737
42,9999.149105378001
43,9999.149105378001
44,9999.149105378001
45,9999.149105378001
46,9999.149105378001
47,9999.149105378001
48,9999.149105378001
49,9999.149105378001
50,9998.543748111833
51,9998.543748111833
52,9998.543748111833
53,9998.543748111833
54,9997.967416423542
55,9997.967416423542
56,9997.967416423542
57,9997.967416423542
58,9997.967416423542
59,9997.967416423542
60,9997.967416423542
61,9997.967416423542
62,9997.967416423542
63,9997.967416423542
64,9997.967416423542
65,9997.967416423542
66,9997.967416423542
67,9997.967416423542
68,9997.967416423542
69,10000.288976048583
70,10000.288976048583
71,10000.288976048583
72,9999.304887796507
73,9999.304887796507
74,9999.304887796507
75,9999.304887796507
76,9999.304887796507
77,9998.60117614672
78,9998.60117614672
79,9997.750181551932
80,9997.750181551932
81,9997.750181551932
82,9997.750181551932
83,9997.750181551932
84,9997.163221676894
85,9996.06927882203
86,9996.06927882203
87,9996.06927882203
88,9996.06927882203
89,9996.06927882203
90,9996.06927882203
91,9996.06927882203
92,9996.06927882203
93,9996.06927882203
94,9996.06927882203
95,9996.06927882203
96,9996.06927882203
97,9998.009968517174
98,9998.009968517174
99,9998.009968517174
100,9998.009968517174
101,9998.009968517174
102,9998.978593554895
103,9998.978593554895
104,9998.978593554895
105,9998.978593554895
106,9998.978593554895
107,9997.257973000158
108,9997.257973000158
109,9997.257973000158
110,9997.257973000158
111,9996.521290327872
112,9996.521290327872
113,9996.521290327872
114,9996.521290327872
115,9996.521290327872
116,9996.521290327872
117,9996.521290327872
118,9996.521290327872
119,9997.683302960568
120,9996.733109926246
121,9995.704216118602
122,9995.704216118602
123,9993.992899761735
124,9993.992899761735
125,9993.992899761735
126,9993.68589533183
127,9993.68589533183
128,9993.68589533183
129,9993.68589533183
130,9993.087149614297
131,9993.087149614297
132,9991.713358360572
133,9991.041276479511
134,9991.041276479511
135,9991.041276479511
136,9991.041276479511
137,9991.041276479511
138,9990.63263735031
139,9990.63263735031
140,9989.85155402915
141,9989.85155402915
142,9989.85155402915
143,9989.85155402915
144,9988.723910883478
145,9988.723910883478
146,9988.723910883478
147,9988.723910883478
148,9988.723910883478
149,9988.723910883478
150,9988.723910883478
151,9988.723910883478
152,9989.755486797478
153,9989.755486797478
154,9989.755486797478
155,9989.755486797478
156,9989.755486797478
157,9989.755486797478
158,9989.755486797478
159,9989.755486797478
160,9989.755486797478
161,9989.348390590967
162,9989.348390590967
163,9989.348390590967
164,9988.607949574756
165,9988.607949574756
166,9988.607949574756
167,9987.88186362405
168,9987.88186362405
169,9987.88186362405
170,9987.88186362405
171,9986.963671249248
172,9986.963671249248
173,9986.963671249248
174,9986.442004460037
175,9986.442004460037
176,9986.442004460037
177,9986.442004460037
178,9986.442004460037
179,9986.442004460037
180,9986.442004460037
181,9986.442004460037
182,9985.718218501974
183,9985.718218501974
184,9985.718218501974
185,9985.718218501974
186,9985.718218501974
187,9985.34164469965
188,9985.34164469965
189,9985.34164469965
190,9985.34164469965
191,9985.34164469965
192,9985.34164469965
193,9985.34164469965
194,9985.34164469965
195,9985.420487940903
196,9985.420487940903
197,9985.420487940903
198,9985.420487940903
199,9985.420487940903
200,9985.420487940903
201,9985.420487940903
202,9985.420487940903
203,9985.420487940903
204,9985.420487940903
205,9985.017876875057
206,9984.219471782737
207,9984.219471782737
208,9984.219471782737
209,9983.290510805195
210,9983.290510805195
211,9982.651846903871
212,9982.651846903871
213,9982.651846903871
214,9982.161450494428
215,9982.161450494428
216,9982.161450494428
217,9982.161450494428
218,9981.36539286048
