,0
0,10000.0
1,10000.0
2,10000.0
3,10000.0
4,10000.0
5,10000.0
6,10000.0
7,10000.0
8,10000.0
9,10000.0
10,10000.0
11,10000.0
12,10000.0
13,10000.0
14,10000.0
15,10000.0
16,10000.0
17,10000.0
18,10000.0
19,10003.50246509855
20,10003.50246509855
21,10003.50246509855
22,10003.50246509855
23,10003.50246509855
24,10003.50246509855
25,10003.50246509855
26,10003.50246509855
27,10003.50246509855
28,10003.50246509855
29,10003.50246509855
30,10003.50246509855
31,9991.80623025721
32,9991.80623025721
33,9991.80623025721
34,9991.80623025721
35,9991.80623025721
36,9991.80623025721
37,10010.333261117048
38,10010.333261117048
39,10010.333261117048
40,10010.333261117048
41,10010.333261117048
42,9986.048597261617
43,9986.048597261617
44,9986.048597261617
45,9986.048597261617
46,9986.048597261617
47,9986.048597261617
48,9986.048597261617
49,9986.190321426113
50,9986.190321426113
51,9986.190321426113
52,9986.190321426113
53,9986.190321426113
54,9986.190321426113
55,9986.432311862354
56,9986.432311862354
57,9986.432311862354
58,9986.432311862354
59,9986.432311862354
60,9986.432311862354
61,9986.095614791004
62,9986.095614791004
63,9986.095614791004
64,9986.095614791004
65,9986.095614791004
66,9986.095614791004
67,9986.095614791004
68,9986.095614791004
69,9986.095614791004
70,9986.095614791004
71,9986.095614791004
72,9986.095614791004
73,9986.095614791004
74,9986.095614791004
75,9986.095614791004
76,9986.095614791004
77,9986.095614791004
78,9986.095614791004
79,9986.095614791004
80,9986.095614791004
81,9986.095614791004
82,9986.095614791004
83,9975.170648514606
84,9975.170648514606
85,9977.774254068485
86,9977.774254068485
87,9977.774254068485
88,9977.774254068485
89,9977.774254068485
90,9977.774254068485
91,9977.774254068485
92,9977.774254068485
93,9977.774254068485
94,9977.774254068485
95,9977.774254068485
96,9977.774254068485
97,9980.827096960986
98,9980.827096960986
99,9980.827096960986
100,9980.827096960986
101,9980.827096960986
102,9980.827096960986
103,9980.827096960986
104,9980.827096960986
105,9980.827096960986
106,9980.827096960986
107,9980.827096960986
108,9980.827096960986
109,9980.827096960986
110,9981.655743821177
111,9981.655743821177
112,9981.655743821177
113,9981.655743821177
114,9981.655743821177
115,9981.655743821177
116,9981.655743821177
117,9981.655743821177
118,9981.655743821177
119,9981.655743821177
120,9981.655743821177
121,9981.655743821177
122,9981.655743821177
123,9981.655743821177
124,9981.655743821177
125,9981.655743821177
126,9981.655743821177
127,9985.587358688377
128,9985.587358688377
129,9985.587358688377
130,9985.587358688377
131,9985.587358688377
132,9985.587358688377
133,9985.587358688377
134,9985.587358688377
135,9985.587358688377
136,9985.587358688377
137,9985.587358688377
138,9985.587358688377
139,9985.587358688377
140,9985.587358688377
141,9985.587358688377
142,9985.587358688377
143,9985.587358688377
144,9985.587358688377
145,9985.587358688377
146,9985.587358688377
147,9985.587358688377
148,9985.587358688377
149,9985.587358688377
150,9985.587358688377
151,9985.587358688377
152,9985.587358688377
153,9985.587358688377
154,9985.587358688377
155,9985.587358688377
156,9985.587358688377
157,9985.587358688377
158,9985.587358688377
159,9985.587358688377
160,9985.587358688377
161,9985.587358688377
162,9985.587358688377
163,9985.587358688377
164,9985.587358688377
165,9985.587358688377
166,9985.587358688377
167,9985.587358688377
168,9985.587358688377
169,9984.995089390757
170,9984.995089390757
171,9984.995089390757
172,9984.995089390757
173,9984.995089390757
174,9984.995089390757
175,9984.995089390757
176,9984.995089390757
177,9984.995089390757
178,9984.995089390757
179,9984.995089390757
180,9984.995089390757
181,9984.995089390757
182,9984.995089390757
183,9984.995089390757
184,9986.894617856986
185,9986.894617856986
186,9986.894617856986
187,9986.894617856986
188,9986.894617856986
189,9986.894617856986
190,9986.894617856986
191,9986.894617856986
192,9986.894617856986
193,9986.894617856986
194,9986.894617856986
195,9986.894617856986
196,9986.894617856986
197,9986.894617856986
198,9986.894617856986
199,9986.894617856986
200,9986.894617856986
201,9986.894617856986
202,9986.894617856986
203,9986.894617856986
204,9986.894617856986
205,9986.894617856986
206,9986.894617856986
207,9992.190850164812
208,9992.190850164812
209,9992.190850164812
210,9992.190850164812
211,9992.190850164812
212,9992.190850164812
213,9992.190850164812
214,9992.190850164812
215,9992.190850164812
216,9992.190850164812
217,9992.190850164812
218,9992.190850164812
219,9993.019394747309
220,9993.019394747309
221,9993.019394747309
