,0
0,10000.0
1,10000.0
2,10000.0
3,10000.0
4,10000.0
5,10000.0
6,10000.0
7,10000.0
8,10000.0
9,10000.0
10,10000.0
11,10000.0
12,10000.0
13,10000.0
14,10000.0
15,10000.0
16,10000.0
17,10000.0
18,10000.0
19,10000.0
20,10000.0
21,10000.0
22,10000.0
23,10000.0
24,10000.0
25,10000.0
26,10000.0
27,9996.750169232893
28,9996.750169232893
29,9996.750169232893
30,9996.750169232893
31,9996.750169232893
32,9996.750169232893
33,9996.750169232893
34,9996.750169232893
35,9996.750169232893
36,9996.750169232893
37,9996.750169232893
38,9996.750169232893
39,9996.750169232893
40,9996.750169232893
41,9996.750169232893
42,9996.750169232893
43,9996.750169232893
44,9996.750169232893
45,9996.750169232893
46,9996.750169232893
47,9996.750169232893
48,9996.750169232893
49,9996.750169232893
50,9996.750169232893
51,9996.750169232893
52,9996.750169232893
53,9996.750169232893
54,9996.750169232893
55,9996.750169232893
56,9996.750169232893
57,9996.750169232893
58,9996.750169232893
59,9996.750169232893
60,9996.750169232893
61,9996.750169232893
62,9996.750169232893
63,9996.750169232893
64,9996.750169232893
65,9996.750169232893
66,9996.750169232893
67,9996.750169232893
68,9996.750169232893
69,9996.750169232893
70,9995.832114723053
71,9995.832114723053
72,9995.832114723053
73,9995.832114723053
74,9995.832114723053
75,9995.832114723053
76,9995.832114723053
77,9995.832114723053
78,9995.832114723053
79,9995.832114723053
80,9993.185161805915
81,9993.185161805915
82,9993.185161805915
83,9993.185161805915
84,9993.185161805915
85,9993.185161805915
86,9993.185161805915
87,9993.185161805915
88,9993.185161805915
89,9993.185161805915
90,9993.185161805915
91,9993.185161805915
92,9993.185161805915
93,9993.185161805915
94,9993.185161805915
95,9993.185161805915
96,9993.185161805915
97,9993.185161805915
98,9993.185161805915
99,9993.185161805915
100,9993.185161805915
101,9993.185161805915
102,9993.185161805915
103,9993.185161805915
104,9993.185161805915
105,9993.185161805915
106,9993.185161805915
107,9993.185161805915
108,9993.185161805915
109,9993.185161805915
110,9988.827923171075
111,9988.827923171075
112,9988.827923171075
113,9988.827923171075
114,9988.827923171075
115,9988.827923171075
116,9988.827923171075
117,9988.827923171075
118,9988.827923171075
119,9988.827923171075
120,9988.827923171075
121,9988.827923171075
122,9988.827923171075
123,9988.827923171075
124,9988.827923171075
125,9988.827923171075
126,9988.827923171075
127,9988.827923171075
128,9988.827923171075
129,9988.827923171075
130,9988.827923171075
131,9988.827923171075
132,9988.827923171075
133,9988.827923171075
134,9988.827923171075
135,9988.827923171075
136,9988.827923171075
137,9988.827923171075
138,9988.827923171075
139,9988.827923171075
140,9988.827923171075
141,9988.827923171075
142,9988.827923171075
143,9988.827923171075
144,9988.827923171075
145,9988.827923171075
146,9988.827923171075
147,9988.827923171075
148,9988.827923171075
149,9993.701161054323
150,9993.701161054323
151,10001.214369434461
152,10001.214369434461
153,10001.214369434461
154,10001.214369434461
155,10001.214369434461
156,10001.214369434461
157,10001.214369434461
158,10001.214369434461
159,10001.214369434461
160,10001.214369434461
161,10001.214369434461
162,10001.214369434461
163,10001.214369434461
164,10001.214369434461
165,10001.214369434461
166,10001.214369434461
167,10001.214369434461
168,10001.214369434461
169,10001.214369434461
170,10001.214369434461
171,10001.214369434461
172,10001.214369434461
173,10001.214369434461
174,9994.379165060232
175,9994.379165060232
176,9994.379165060232
177,9994.379165060232
178,9994.379165060232
179,9994.379165060232
180,9994.379165060232
181,9994.379165060232
182,9994.379165060232
183,9994.379165060232
184,9994.379165060232
185,9994.379165060232
186,9994.379165060232
187,9994.379165060232
188,9994.379165060232
189,9994.379165060232
190,9994.379165060232
191,9994.379165060232
192,9994.379165060232
193,9994.379165060232
194,9994.379165060232
195,9994.379165060232
196,9994.379165060232
197,9994.379165060232
198,9994.379165060232
199,9994.379165060232
200,9994.379165060232
201,9994.379165060232
202,9994.379165060232
203,9994.379165060232
204,9994.379165060232
205,9994.379165060232
206,9994.379165060232
207,9994.379165060232
208,9994.379165060232
209,9994.379165060232
210,9994.379165060232
211,9999.892454065137
212,9999.892454065137
213,9999.892454065137
214,9999.892454065137
215,9999.892454065137
216,9999.892454065137
217,9999.892454065137
218,9999.892454065137
219,9999.892454065137
220,9999.892454065137
221,9999.892454065137
222,9999.892454065137
223,9999.892454065137
